-1.710357,-0.12245086,0.82010907,0.4516224,0.62912774,-0.16831237,0.42543375,0.7201817,-0.21456346,0.39153358,-0.6016045,0.163067
0.7381344,-0.22975503,2.3131392,-1.0715145,-0.38048172,0.2704366,0.21024269,-0.33790842,-0.679512,-0.1789142,1.755851,0.52090394
-0.068920344,1.6473236,0.37295428,1.0259548,1.0860233,0.56558025,-1.2977523,1.9821708,0.6229922,0.04687645,0.45649645,-1.3677598
-0.5656309,-0.037056558,1.2563962,-0.061263137,0.73420095,0.74748904,-2.5758398,-0.3738041,-1.3046433,0.8306114,0.27177474,0.2441401
-0.029500289,-0.9490738,0.45881343,1.9944977,-1.111434,-0.91038525,-1.7084138,-0.29514024,-0.4073558,1.3050265,-0.40974644,-0.7457665
-0.6980904,0.50312126,-0.33800167,-0.6572603,-0.061095078,0.19102918,0.7153468,0.13361686,0.032592535,-0.60965407,0.85086495,-0.009478536
-0.035480864,-0.7474039,-0.36244854,0.5626175,-0.35014415,0.41345417,0.90290534,-0.16436805,0.65216863,-1.240565,1.0292058,-1.5660435
0.9156619,-1.0548006,1.2696935,0.4609351,-0.75416815,-1.2986147,0.942621,-0.5498417,-0.236019,0.30893457,-0.9334398,-0.10646636
-0.27371848,-0.10973104,-0.29695624,-0.6756961,1.0498828,0.11557439,1.5023148,0.32623318,-0.034721117,-0.7928664,-1.3817022,-1.0804328
1.094878,0.6153241,-0.49243113,-0.29965478,1.2600579,1.2374336,-1.3568137,1.1873306,-0.85042363,-1.29486,1.9490492,-1.3791732
-0.8785925,0.9215487,-0.61745685,0.73980683,-0.5379998,-2.3791091,1.050213,-1.313205,0.8533981,0.26581442,0.99790496,-0.63373244
0.0263263,1.911429,-1.5564849,-1.6953415,1.6191119,1.3628697,0.19050755,0.77451795,-1.3404655,-1.0958829,1.2339702,2.1884074
-1.3170847,-0.4843016,1.6135565,-1.839418,-0.41579223,0.6228706,1.9681289,-0.8242728,-0.19968073,0.66345704,-2.1066966,0.03888872
1.0817859,0.64879274,2.1355703,-0.6704888,-0.12884006,-1.0459824,0.13961542,-0.36208832,-0.40993774,-1.187387,0.6791206,-0.45928338
-0.63930815,2.3747518,-1.1277322,0.93179965,-0.6001674,-1.578377,-0.44915214,0.47158045,-0.5543827,0.9943645,-0.001112276,-0.33207616
-0.79222625,0.1326899,0.22616872,-1.5204096,-0.3289274,1.1265454,-1.3842499,0.6132742,0.9904285,-0.86111027,0.69445753,-0.72905856
0.03198718,-0.52429825,-0.880303,-0.081583254,-1.9962533,-1.1072955,-1.0466279,-0.15211488,-0.12184557,-0.9790266,0.5423099,-0.7788631
0.992799,1.3440199,-0.6346671,-0.1577389,-0.81566733,-1.978523,0.016194114,-1.9586161,0.6159619,-1.5380569,0.31090334,0.06571028
-0.55264306,-0.27425504,1.6825627,0.6069119,-0.777749,-0.249842,-0.5622456,0.64308023,0.20084618,0.5471093,-0.50747395,-0.1074897
0.4541684,1.2048498,1.2324587,0.5568057,0.97869176,0.33989036,-0.011030643,-0.30076554,-1.517127,0.50577027,-0.36605,1.1164932
-0.053700686,0.045920674,1.5125084,0.8151409,-0.2602589,-0.48928,-1.9271264,-1.3483583,1.7997373,-1.0471333,0.6420864,-0.13388647
0.40238345,-0.3951212,-0.8576041,-2.0275373,-0.32013923,0.30629516,0.32678238,-1.9721643,1.6306224,-0.20025972,0.6737259,0.18592198
-0.93099385,-0.85591656,0.24151997,0.80913323,0.6061319,0.38143262,-1.4609683,-0.7963434,-0.65165395,0.60502815,-0.4432411,-1.0373718
-0.9300441,0.0866489,0.18605383,0.94485885,-1.3216107,1.4720592,0.7238708,-0.029322894,2.0517755,0.7923917,-0.17998958,0.98232615
-0.40263036,-0.7917125,-0.4241306,-2.5721736,2.3386393,-1.8744395,-1.8767802,0.2738585,-0.448476,-1.4605039,-0.071121894,-2.7745826
-0.053831242,0.9410008,0.10484465,-0.50188553,-0.08352746,0.47659478,0.059782907,-1.4910975,0.7936693,0.12763211,-0.30853254,0.23735863
0.87673587,-1.0015391,0.19585527,2.5515225,1.3752536,0.10570348,-1.6839933,0.6876287,1.5349268,-0.4233032,-0.19654998,0.14066575
1.4928721,-1.8181129,0.9748133,-0.035717074,-0.5825296,-0.15241267,-1.3810569,-1.6642495,-0.62033087,-0.020456567,-0.15668286,-1.2358481
0.49390647,2.3011527,-1.0773787,0.39399377,0.5306553,0.73024976,0.015841264,-0.50776875,-0.13248909,0.00054003194,-1.6195003,-0.17450842
-1.3636366,-0.5319355,-2.5659816,-0.6023022,-1.1399832,2.0141516,-1.7850201,0.4950514,-1.0574841,-0.8176505,1.5364841,0.30436945
-0.5233818,0.2261555,1.0208521,0.1798017,1.3975812,-0.2629691,0.38003474,-0.022943912,-0.3383825,-0.7454189,-0.14644119,-0.45552242
0.65938777,1.2421532,1.87826,1.0494016,-0.81239676,-0.3872198,-0.37604293,1.350303,0.37419516,0.06062577,0.7062519,-0.21731286
0.6883853,-0.23676951,0.7319083,-1.1408328,-0.8157145,0.7069069,0.07974975,-0.8175938,-0.0060761836,-0.9439187,-0.64697284,0.16761844
0.51780087,0.42472488,1.2207322,1.5434583,0.44975385,-0.0281989,-0.32875073,1.0261286,-2.9025989,1.6319091,-0.67245305,1.1558074
-0.837881,0.35511446,-0.46448293,0.847561,-2.0960135,-0.81674045,-1.0403275,0.18118937,1.0801536,-1.8208764,-0.5425053,-1.2650511
-0.45370668,0.0655268,0.28119016,1.3412749,1.4710817,0.2947146,-0.54124993,-1.553744,-0.438319,0.33130246,-0.48767766,0.27414528
-0.74805164,0.52408,0.77912843,0.5567433,1.1271877,-0.068490535,-0.03254082,1.1584082,0.73427755,-0.3567266,-0.98591506,0.3978858
0.17960924,-1.7984824,0.37432194,1.5614246,-1.8744843,0.38577622,1.034079,-0.68817466,-1.3662496,0.13153535,-2.3076515,-0.027458478
1.8576708,-0.69489986,0.103174955,1.0410568,-1.105776,-0.20176421,0.04374671,0.1839219,0.6120025,-0.58921355,-1.48509,0.03810567
0.26112902,-1.2405411,0.67929786,-0.45080447,-0.64991367,-0.5983447,-0.44717506,2.1634648,-0.89979076,-1.365243,-0.07938373,-0.09768054
-0.4444786,-0.936586,0.32111183,1.3045955,-1.3137944,1.968121,-0.6849028,0.09455655,-1.643765,-1.4972965,-1.1255152,1.2796434
1.6505846,-0.52138364,1.5891663,-1.1988639,-0.6324994,-1.5490414,-1.1324754,0.5286816,1.7462995,-0.21422014,-0.62871355,2.124322
-0.52027506,-0.39459255,0.6711448,0.92511487,1.2465141,-0.5775133,-1.6209885,0.32737282,-1.3198782,0.11754597,0.98985684,1.3883187
0.92381126,-1.2525661,0.94879127,0.19035195,-0.81516737,0.32137927,0.72447795,0.8063787,-0.07043652,1.3498248,-1.3823097,1.433602
0.890308,-1.7526776,0.67081934,0.053821992,0.037267797,-0.12545875,-0.41958666,-1.1043996,-0.3273571,-0.84701157,0.00093705585,-0.06857977
0.29333454,0.36037487,-1.0473104,-0.40702268,-1.3943046,-0.53177464,-1.0198587,1.4324872,-1.0674158,0.49587482,-0.4856845,-2.4623861
0.2503548,0.44434783,0.19433281,0.7639899,-1.3363352,0.4510377,1.0258442,0.19236009,-1.0419075,-0.25570247,1.3578739,1.1309078
0.8295489,-0.80002236,0.7584807,-1.3798674,1.0680032,-0.30966315,-0.5040401,0.25014266,-0.067372605,-0.500932,0.4479378,-0.38785616
0.3948062,1.0459425,-0.7971013,-0.39297098,-0.6888676,-1.2202954,-0.4072744,1.1833915,-0.008460444,-0.33940312,0.7430989,-0.37126788
0.68165344,0.9329842,1.2954639,1.0679264,0.31166762,-0.1529445,0.46491596,-0.24128579,-0.6359346,-0.6878736,-0.24020836,2.0152504
-1.401086,0.074169554,-0.5969526,0.3588452,-0.25174147,-2.228133,-1.3219761,-0.8094636,-0.5448004,-1.0120361,-0.12552455,-0.9977522
